,date,unique_sessions,spend_time_max,spend_time_min,spend_time_mean,spend_time_sum,notification_mean,notification_sum,battery_max,battery_min,battery_mean,battery_delta,UserID,Better_category_Phone,Better_category_Drawing,Better_category_Mechanical_Turk,Better_category_Family_Planning,Better_category_Messages,Better_category_Video_Players_&_Editors,Better_category_Security,Better_category_Food_&_Drinks,Better_category_Document_Editor,Better_category_Weather,Better_category_Business_Management,Better_category_Medical,Better_category_House_Search,Better_category_Phone_Assistant,Better_category_Personal_Finance,Better_category_Book_Readers,Better_category_Streaming_Services,Better_category_Background_Process,Better_category_Time_Tracker,Better_category_Travel_Planning,Better_category_Sports,Better_category_Dating,Better_category_Phone_Personalization,Better_category_Music_&_Audio,Better_category_Messaging,Better_category_Education,Better_category_Personal_Fitness,Better_category_Remote_Administration,Better_category_Email,Better_category_Dialer,Better_category_To-Do_List,Better_category_Game_Singleplayer,Better_category_Wearables,Better_category_Calendar,Better_category_Camera,Better_category_Instant_Messaging,Better_category_Maps,Better_category_Portfolio/Trading,Better_category_Social_Networking,Better_category_Phone_Tools,Better_category_Internet_Browser,Better_category_Game_Multiplayer,Better_category_Entertainment,Better_category_Auto_&_Vehicles,Better_category_News,Better_category_Phone_Optimization,Better_category_Home_Automation,Better_category_Job_Search,Better_category_Online_Shopping,Better_category_Coupons,Date,F_average,F_binary
4232,2020-02-24,92,12.089566666666666,0.00015,0.6363099547511312,140.62449999999998,0.004524886877828055,1,100.0,37.0,69.16289592760181,63.0,15171,0,0,0,0,0,16,0,0,0,0,0,0,0,0,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,30,43,0,0,36,8,34,0,0,0,1,0,0,0,0,0,2020-02-24,2.6666666666666665,0
4233,2020-02-25,65,178.37496666666667,6.666666666666667e-05,2.4849708103130754,449.7797166666667,0.1712707182320442,31,100.0,7.0,35.74585635359116,93.0,15171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,15,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,93,0,0,18,9,19,0,0,0,0,0,0,0,0,0,2020-02-25,5.555555555555556,1
4234,2020-02-26,68,18.658566666666665,8.333333333333333e-05,1.2905394257703082,307.14838333333336,0.18907563025210083,45,100.0,4.0,63.57142857142857,96.0,15171,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,3,5,0,9,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,83,0,0,48,9,23,0,0,0,0,0,0,0,0,0,2020-02-26,3.5833333333333335,0
4235,2020-02-27,98,21.3705,6.666666666666667e-05,1.2249933219178084,357.69805,0.10273972602739725,30,100.0,7.0,44.63356164383562,93.0,15171,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,112,7,0,58,23,21,0,0,0,0,0,0,0,0,0,2020-02-27,3.2,0
4236,2020-02-28,125,17.24325,0.00016666666666666666,1.218049561403509,324.00118333333336,0.19172932330827067,51,100.0,16.0,54.357142857142854,84.0,15171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,66,0,0,107,12,15,0,0,0,1,0,0,0,0,0,2020-02-28,2.916666666666667,0
4237,2020-02-29,99,29.45255,6.666666666666667e-05,1.388279421221865,431.7549,0.21543408360128619,67,100.0,8.0,52.41800643086817,92.0,15171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,8,109,16,0,43,32,30,0,0,0,0,0,0,0,0,0,2020-02-29,4.388888888888889,1
4238,2020-03-01,55,15.080733333333333,5e-05,0.9410901639344262,114.813,0.08196721311475409,10,100.0,8.0,74.51639344262296,92.0,15171,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,14,6,0,23,11,8,0,0,0,4,0,0,0,0,0,2020-03-01,5.4,1
4239,2020-03-02,204,31.6418,6.666666666666667e-05,0.948008003108003,406.6954333333333,0.06526806526806526,28,100.0,25.0,69.97902097902097,75.0,15171,0,0,0,0,0,0,0,0,15,0,0,0,0,0,7,0,5,4,0,60,0,0,0,0,1,0,0,0,0,4,0,0,0,0,4,179,1,0,85,16,24,0,0,0,1,0,0,0,0,0,2020-03-02,4.533333333333333,1
4240,2020-03-03,102,21.07893333333333,8.333333333333333e-05,0.8893988486842105,270.37725,0.22039473684210525,67,100.0,12.0,55.79934210526316,88.0,15171,0,0,0,0,0,0,0,0,25,0,0,0,0,0,1,0,14,11,0,18,0,0,0,0,1,0,0,0,0,3,0,0,0,1,2,114,3,0,47,12,27,0,0,0,0,0,0,0,0,0,2020-03-03,3.8666666666666663,0
4241,2020-03-04,105,28.165866666666666,0.00023333333333333333,1.4215038548752834,417.9221333333333,0.22789115646258504,67,100.0,8.0,58.87074829931973,92.0,15171,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,140,2,0,33,15,48,0,0,0,1,0,0,0,0,0,2020-03-04,4.2,1
4242,2020-03-05,98,37.35151666666667,6.666666666666667e-05,1.307698991507431,410.6174833333333,0.17197452229299362,54,100.0,12.0,69.0859872611465,88.0,15171,0,0,0,0,0,0,0,0,9,0,0,0,0,0,2,0,8,17,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6,0,155,3,0,24,33,22,0,0,0,0,0,0,0,0,0,2020-03-05,4.066666666666666,1
4243,2020-03-06,92,19.1097,0.00075,1.2524351261620186,314.3612166666667,0.10756972111553785,27,100.0,14.0,57.9601593625498,86.0,15171,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,136,0,0,36,13,23,0,0,0,0,0,0,0,1,0,2020-03-06,3.9333333333333327,0
4244,2020-03-07,113,27.45685,8.333333333333333e-05,1.3005052805280528,262.70206666666667,0.09900990099009901,20,100.0,14.0,50.113861386138616,86.0,15171,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,79,0,0,28,10,29,0,2,0,0,0,0,0,0,0,2020-03-07,3.9333333333333327,0
4245,2020-03-08,81,30.732016666666667,0.00016666666666666666,1.1477287769784172,159.5343,0.06474820143884892,9,99.0,21.0,67.43165467625899,78.0,15171,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,22,0,0,36,14,23,0,0,0,3,0,0,0,0,0,2020-03-08,4.0,1
4246,2020-03-09,113,32.69023333333333,8.333333333333333e-05,1.017963315696649,384.79013333333336,0.05291005291005291,20,100.0,19.0,70.14021164021165,81.0,15171,0,0,0,0,0,0,0,0,13,0,0,0,0,0,15,0,4,2,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,149,11,0,16,19,67,0,0,0,0,0,0,0,9,0,2020-03-09,2.3333333333333335,0
4247,2020-03-10,85,19.398683333333334,0.0006666666666666666,1.2207841085271318,314.9623,0.2054263565891473,53,100.0,17.0,63.65503875968992,83.0,15171,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,2,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,110,5,0,28,6,22,0,0,0,0,0,1,0,20,0,2020-03-10,3.4,0
4248,2020-03-11,122,24.849533333333333,6.666666666666667e-05,1.0526945035460993,395.8131333333333,0.12234042553191489,46,100.0,9.0,54.837765957446805,91.0,15171,0,0,0,0,0,0,0,0,34,0,0,0,0,0,10,0,17,8,0,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,158,0,0,31,17,52,0,0,0,0,0,2,0,2,0,2020-03-11,3.4666666666666663,0
4249,2020-03-12,119,12.057983333333333,8.333333333333333e-05,0.899683052434457,320.2871666666667,0.14325842696629212,51,100.0,19.0,54.92134831460674,81.0,15171,0,0,0,0,0,3,0,0,1,0,0,0,0,0,2,0,17,4,0,15,0,0,0,0,1,0,0,0,0,1,0,0,0,0,18,141,0,0,49,26,33,0,1,0,1,0,0,0,4,0,2020-03-12,4.7333333333333325,1
4250,2020-03-13,57,30.803933333333333,6.666666666666667e-05,1.766802232142857,395.7637,0.10714285714285714,24,100.0,9.0,51.526785714285715,91.0,15171,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,90,0,0,25,4,50,0,0,0,2,0,2,0,13,0,2020-03-13,4.2,1
4251,2020-03-14,68,47.29228333333333,0.0005,2.0762420634920633,436.0108333333333,0.13333333333333333,28,100.0,7.0,50.59047619047619,93.0,15171,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,5,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,50,0,0,38,10,33,3,0,0,0,0,1,0,20,0,2020-03-14,3.6,0
4252,2020-03-15,55,16.8221,0.00023333333333333333,1.0460541666666667,150.6318,0.2152777777777778,31,100.0,29.0,65.20833333333333,71.0,15171,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,36,0,0,42,9,20,4,0,0,2,0,0,0,0,0,2020-03-15,5.25,1
4253,2020-03-16,67,25.565366666666666,0.00015,1.1131769047619047,155.84476666666666,0.12142857142857143,17,100.0,41.0,74.87142857142857,59.0,15171,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,36,10,0,20,1,31,1,0,0,0,0,0,0,4,0,2020-03-16,5.933333333333333,1
4254,2020-03-17,38,15.866933333333334,0.00018333333333333334,1.2517735555555556,93.88301666666666,0.12,9,100.0,43.0,73.92,57.0,15171,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,2,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,25,0,0,7,0,16,4,0,0,0,0,0,0,0,0,2020-03-17,4.933333333333334,1
4255,2020-03-18,57,20.505233333333333,8.333333333333333e-05,1.5330199999999998,160.9671,0.047619047619047616,5,100.0,42.0,70.86666666666666,58.0,15171,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,16,0,0,30,2,22,8,0,0,0,0,0,0,0,0,2020-03-18,3.8666666666666663,0
4256,2020-03-19,99,27.224383333333332,0.00031666666666666665,1.4906224569640063,317.50258333333335,0.08450704225352113,18,100.0,42.0,70.43661971830986,58.0,15171,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,61,5,0,51,2,37,5,1,0,1,0,0,0,0,0,2020-03-19,4.7333333333333325,1
4257,2020-03-20,80,29.858216666666667,0.00013333333333333334,1.6387688144329897,317.92115,0.08247422680412371,16,48.0,5.0,29.314432989690722,43.0,15171,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,6,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,8,44,1,0,47,4,17,2,0,0,4,0,0,0,0,0,2020-03-20,5.083333333333333,1
4258,2020-05-19,59,20.0342,0.0010166666666666666,1.8012598484848485,396.2771666666667,0.2,44,100.0,1.0,55.127272727272725,99.0,15171,0,0,0,0,0,0,0,0,14,0,0,0,0,0,2,0,2,13,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,70,0,0,22,13,23,0,0,0,3,0,0,0,0,0,2020-05-19,3.25,0
4259,2020-05-20,71,54.399433333333334,0.0006666666666666666,2.191981347150259,423.0524,0.19170984455958548,37,100.0,7.0,53.7979274611399,93.0,15171,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,19,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,65,6,0,15,7,24,0,0,0,0,0,0,0,0,0,2020-05-20,4.533333333333333,1
4260,2020-05-21,51,14.681216666666666,0.00105,1.0838871212121213,143.0731,0.14393939393939395,19,100.0,12.0,63.628787878787875,88.0,15171,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,13,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,13,0,10,21,15,0,0,0,4,0,0,0,0,0,2020-05-21,4.833333333333333,1
4261,2020-05-22,45,11.117,0.0013,1.0191654166666668,122.29985,0.18333333333333332,22,88.0,19.0,52.86666666666667,69.0,15171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,12,0,0,14,11,34,0,1,0,0,0,0,0,0,0,2020-05-22,4.533333333333333,1
4262,2020-05-23,88,16.32615,0.00018333333333333334,1.1451015625,256.50275,0.20982142857142858,47,61.0,2.0,31.223214285714285,59.0,15171,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,8,6,0,0,0,0,0,0,15,0,0,0,0,4,0,0,0,0,3,81,2,0,34,8,33,0,0,0,0,0,0,0,0,0,2020-05-23,4.833333333333334,1
4263,2020-05-24,85,36.35745,0.0018166666666666667,1.9358691958495462,497.51838333333336,0.311284046692607,80,100.0,2.0,50.59533073929961,98.0,15171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,4,123,0,0,57,10,23,0,0,0,0,0,0,0,0,0,2020-05-24,5.055555555555556,1
4264,2020-05-25,77,82.34951666666667,6.666666666666667e-05,1.8330920863309352,509.5996,0.23741007194244604,66,100.0,5.0,58.29496402877698,95.0,15171,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,1,8,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,4,81,11,0,37,39,41,0,0,0,0,0,0,0,22,0,2020-05-25,4.5,1
4265,2020-05-26,81,12.868466666666666,0.0008833333333333333,1.4143307755775578,285.69481666666667,0.26732673267326734,54,100.0,10.0,61.851485148514854,90.0,15171,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,1,2,92,0,0,19,30,9,0,0,0,0,0,0,0,14,0,2020-05-26,4.4,1
4266,2020-05-27,75,21.2163,0.004016666666666667,1.4448701951951952,320.76118333333335,0.16666666666666666,37,100.0,7.0,54.3963963963964,93.0,15171,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,3,4,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,67,13,0,28,18,29,0,0,0,0,0,0,0,15,0,2020-05-27,4.533333333333333,1
4267,2020-05-28,62,21.729783333333334,0.0004,1.647979012345679,311.4680333333333,0.15873015873015872,30,100.0,6.0,66.72486772486772,94.0,15171,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,4,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,65,11,0,21,16,24,0,0,0,1,0,0,0,3,0,2020-05-28,4.0,1
4268,2020-05-29,61,25.524933333333333,0.010766666666666667,0.9259229268292682,189.8142,0.18536585365853658,38,100.0,15.0,76.78536585365853,85.0,15171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,6,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,8,67,9,0,17,22,27,0,0,0,0,0,0,0,15,0,2020-05-29,4.166666666666667,1
4269,2020-05-30,88,31.671966666666666,5e-05,1.0525313953488373,226.29425,0.14883720930232558,32,100.0,6.0,51.38604651162791,94.0,15171,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,0,2,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,72,14,0,28,5,35,0,0,0,0,0,0,0,10,0,2020-05-30,4.4,1
4270,2020-03-12,51,25.489883333333335,0.003933333333333333,1.926354607843137,327.4802833333333,0.27647058823529413,47,100.0,32.0,58.63529411764706,68.0,25178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,1,56,0,0,38,2,12,0,0,0,0,0,0,0,0,0,2020-03-12,3.0,0
4271,2020-03-13,62,20.9035,0.0044666666666666665,1.0316423884514436,262.0371666666667,0.24803149606299213,63,100.0,20.0,61.32283464566929,80.0,25178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,3,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,2,95,3,0,45,12,14,0,0,0,0,0,0,0,0,0,2020-03-13,2.666666666666667,0
4272,2020-03-14,85,16.163066666666666,0.0027,1.11062476635514,237.6737,0.21962616822429906,47,100.0,16.0,62.453271028037385,84.0,25178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,2,75,1,0,49,11,16,0,0,0,0,0,0,0,0,0,2020-03-14,1.8666666666666665,0
4273,2020-03-15,69,12.835883333333333,0.0014666666666666667,1.0425513083048918,305.46753333333334,0.2901023890784983,85,100.0,32.0,62.42320819112628,68.0,25178,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,17,4,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,2,136,0,0,28,7,12,0,0,0,0,0,0,0,0,0,2020-03-15,3.4,0
4274,2020-03-16,75,28.634716666666666,0.0020833333333333333,1.2350162674650698,412.4954333333333,0.2934131736526946,98,100.0,2.0,52.57784431137725,98.0,25178,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22,1,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,12,127,0,0,94,1,14,0,0,0,0,0,0,0,0,0,2020-03-16,3.9333333333333336,0
4275,2020-03-17,74,40.12186666666667,0.0004,1.2229721875000001,391.35110000000003,0.25625,82,100.0,2.0,54.28125,98.0,25178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,102,0,0,80,7,10,0,0,0,0,0,0,0,0,0,2020-03-17,3.266666666666667,0
4276,2020-03-18,46,12.847266666666666,0.0005333333333333334,0.9856034153005464,120.24361666666667,0.27049180327868855,33,100.0,54.0,81.54918032786885,46.0,25178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,42,0,0,29,4,1,0,0,0,0,0,0,0,0,0,2020-03-18,4.0,1
4277,2020-03-19,64,20.663133333333334,3.3333333333333335e-05,1.1506937158469945,350.96158333333335,0.2459016393442623,75,100.0,1.0,47.81967213114754,99.0,25178,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,17,3,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,1,73,8,0,79,17,24,0,0,0,0,0,0,0,0,0,2020-03-19,2.8,0
4278,2020-03-20,75,25.19445,0.00035,1.0136908031088083,391.28465,0.18134715025906736,70,100.0,2.0,50.1139896373057,98.0,25178,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,18,10,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,18,110,1,0,45,9,16,0,0,0,0,0,0,0,0,0,2020-03-20,2.066666666666667,0
4279,2020-03-21,47,10.162483333333334,1.6666666666666667e-05,0.7927906702898551,145.87348333333333,0.23369565217391305,43,99.0,10.0,76.84782608695652,89.0,25178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,5,78,0,0,19,6,0,0,0,0,0,0,0,0,0,0,2020-03-21,2.777777777777778,0
4280,2020-03-22,64,15.576483333333334,0.0003333333333333333,0.8925686202686203,243.67123333333333,0.21245421245421245,58,100.0,40.0,73.50549450549451,60.0,25178,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,3,0,0,0,0,1,0,1,0,0,0,2,0,0,2,0,0,14,107,0,0,81,6,5,0,0,0,0,0,0,0,0,0,2020-03-22,3.7333333333333334,0
4281,2020-03-23,50,31.551283333333334,0.00035,1.706638613231552,447.1393166666667,0.21755725190839695,57,70.0,4.0,39.900763358778626,66.0,25178,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,26,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,72,0,0,81,5,9,0,0,0,0,0,0,0,1,0,2020-03-23,3.2,0
4282,2020-03-24,65,52.02825,1.6666666666666667e-05,1.904710970464135,451.4165,0.16033755274261605,38,100.0,1.0,53.64556962025316,99.0,25178,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,67,5,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,2,54,0,0,35,7,20,0,0,0,0,0,0,0,0,0,2020-03-24,2.4,0
4283,2020-03-25,48,22.284416666666665,1.6666666666666667e-05,1.5088980438184665,321.39528333333334,0.22535211267605634,48,100.0,18.0,62.6150234741784,82.0,25178,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,18,2,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,9,57,0,0,47,5,20,0,0,0,0,0,0,0,0,0,2020-03-25,3.2,0
4284,2020-03-26,76,17.316533333333332,5e-05,1.0928860672975815,346.44488333333334,0.27129337539432175,86,100.0,13.0,61.77287066246057,87.0,25178,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,50,5,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,99,0,0,87,9,9,0,0,0,0,0,0,0,0,0,2020-03-26,2.2,0
4285,2020-03-27,85,32.51871666666667,0.0006333333333333333,0.9539604046242776,165.03515000000002,0.16184971098265896,28,100.0,46.0,69.48554913294798,54.0,25178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,7,0,0,0,0,2,0,0,0,0,0,7,6,0,0,0,3,1,50,0,0,34,4,1,0,0,0,0,0,0,0,0,0,2020-03-27,3.777777777777778,0
4286,2020-03-28,27,59.406283333333334,1.6666666666666667e-05,2.4101275510204085,590.48125,0.18775510204081633,46,100.0,4.0,51.25714285714286,96.0,25178,0,0,0,0,0,0,0,0,9,0,0,0,0,0,2,0,43,0,0,0,0,0,0,0,0,0,0,0,6,4,0,1,0,0,3,56,1,0,44,11,23,0,0,0,0,0,0,0,1,0,2020-03-28,2.5,0
4287,2020-03-29,60,39.2062,0.00016666666666666666,1.964596324786325,383.09628333333336,0.28205128205128205,55,98.0,9.0,52.06666666666667,89.0,25178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,5,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,6,57,0,0,53,7,3,0,0,0,0,0,0,0,0,0,2020-03-29,4.066666666666666,1
4288,2020-03-30,70,12.350183333333334,3.3333333333333335e-05,1.3335446398659967,265.37538333333333,0.07537688442211055,15,100.0,1.0,66.19597989949749,99.0,25178,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,28,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,57,0,0,59,16,7,0,0,0,0,0,0,0,0,0,2020-03-30,3.1333333333333333,0
4289,2020-03-31,78,24.655933333333333,0.0003,1.644331051964512,432.4590666666667,0.23954372623574144,63,99.0,1.0,48.463878326996195,98.0,25178,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,61,4,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,2,69,0,0,74,3,7,0,0,0,0,0,0,0,0,0,2020-03-31,2.5833333333333335,0
4290,2020-04-01,76,27.797583333333332,0.00048333333333333334,1.3053176666666666,391.5953,0.21666666666666667,65,100.0,2.0,56.153333333333336,98.0,25178,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,67,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,3,63,1,0,75,4,40,0,0,0,0,0,0,0,0,0,2020-04-01,2.6,0
4291,2020-04-02,67,48.9498,1.6666666666666667e-05,2.116590784982935,620.1611,0.11945392491467577,35,100.0,2.0,54.617747440273035,98.0,25178,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,62,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,6,84,1,0,49,5,59,0,0,0,0,0,0,0,0,0,2020-04-02,2.8,0
4292,2020-04-03,41,21.847366666666666,0.0028166666666666665,2.0115861635220127,213.22813333333335,0.1792452830188679,19,100.0,17.0,77.82075471698113,83.0,25178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,24,0,0,30,5,3,0,0,0,0,0,0,0,0,0,2020-04-03,2.6666666666666665,0
4293,2020-04-04,68,20.1741,0.00155,1.438473511904762,241.66355000000001,0.125,21,100.0,22.0,53.541666666666664,78.0,25178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,31,2,0,32,0,54,0,0,0,0,0,0,0,1,0,2020-04-04,2.533333333333333,0
4294,2020-04-05,46,40.45688333333333,0.0007666666666666667,1.8197003267973857,278.41415,0.19607843137254902,30,100.0,8.0,59.10457516339869,92.0,25178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,36,0,0,51,5,6,0,0,0,0,0,0,0,0,0,2020-04-05,2.8888888888888893,0
4295,2020-04-06,29,33.55688333333333,1.6666666666666667e-05,2.8672797979797977,473.10116666666664,0.2787878787878788,46,99.0,1.0,55.2060606060606,98.0,25178,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23,4,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,45,0,0,31,4,11,0,0,0,0,0,0,0,3,0,2020-04-06,1.6666666666666667,0
4296,2020-04-07,60,29.42255,0.00065,1.8562815705128204,386.10656666666665,0.1875,39,100.0,3.0,40.41346153846154,97.0,25178,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,45,12,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,13,43,0,0,47,7,3,0,0,0,0,0,0,0,5,0,2020-04-07,2.0,0
4297,2020-04-08,80,29.193316666666668,0.0005333333333333334,1.245859748427673,330.1528333333333,0.2188679245283019,58,100.0,1.0,51.13962264150943,99.0,25178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,5,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,1,16,79,0,0,55,5,8,0,0,0,0,0,0,0,2,0,2020-04-08,2.7333333333333334,0
4298,2020-04-09,94,26.312966666666668,3.3333333333333335e-05,1.7160020467836257,489.06058333333334,0.1649122807017544,47,100.0,4.0,58.74035087719298,96.0,25178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,6,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,3,78,0,0,64,12,13,0,0,0,0,0,0,0,7,0,2020-04-09,2.2666666666666666,0
4299,2020-04-10,68,35.71875,0.0005833333333333334,1.784382033898305,526.3927,0.17627118644067796,52,77.0,2.0,36.41694915254237,75.0,25178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,99,0,0,51,10,6,0,0,0,0,0,0,0,0,0,2020-04-10,2.9333333333333336,0
